"match_id","leagueid","region","duration","first_blood_time","dire_score","radiant_score","radiant_team_id","dire_team_id","radiant_win","exp_15min","teamfight_duration","Tteamfight_deaths","teamfight_frequency","Strength_picked_r","Strength_banned_r","Strength_picked_d","Strength_banned_d","Intelligence_picked_r","Intelligence_banned_r","Intelligence_picked_d","Intelligence_banned_d","Universal_picked_r","Universal_banned_r","Universal_picked_d","Universal_banned_d"
7808970570,16690,5,1042,20,7,30,9461881,9455945,"True",8073,238,19,5,2,0,3,1,1,0,1,0,2,4,0,2
7977493650,17233,3,1779,253,32,27,8629324,8629317,"False",5203,337,34,8,2,1,2,0,2,0,1,0,0,1,1,7
7712821398,16312,3,1985,10,44,29,9332069,9330489,"False",1329,408,38,10,2,1,2,4,1,3,1,1,0,1,1,2
7869246016,16901,25,3061,134,18,34,7554697,8261500,"True",523,341,24,8,1,2,1,1,1,0,1,0,3,2,2,1
7782400355,16705,5,2775,121,46,23,9297546,9449931,"False",-4626,393,32,8,1,3,0,2,0,1,1,1,2,2,3,2
7589085841,16059,3,1914,382,32,15,8629324,8629317,"False",147,232,20,5,2,0,1,3,1,3,1,0,1,2,3,4
7604176758,16109,3,1748,64,27,40,9005364,8849833,"True",-2493,369,31,9,1,0,1,0,2,0,1,0,0,4,1,1
7897303262,17008,38,2734,15,32,21,9499095,9248240,"False",-1041,331,30,8,1,1,1,1,1,2,1,1,2,2,2,1
7908425081,15901,8,1826,235,48,26,9505264,9088071,"False",-6062,571,51,10,2,0,2,1,1,3,0,3,2,3,3,1
8100118524,17233,3,1321,87,25,11,8629324,2443375,"False",-5048,153,17,4,1,0,1,5,1,0,2,0,1,6,2,0
7828415169,16059,3,2740,235,53,50,8629324,2443375,"False",-634,639,51,14,1,2,0,2,3,3,2,0,0,1,3,3
7930579728,16059,3,1508,6,34,22,8629318,9426115,"False",-4336,289,36,6,2,0,3,0,2,0,1,0,0,3,0,7
7800066279,15901,8,1939,94,30,42,9433231,9225431,"True",1778,472,46,11,3,1,1,1,1,1,0,2,0,4,2,2
8042277580,17381,3,2645,63,40,24,8376696,5014799,"False",-4000,483,38,10,0,3,1,1,2,2,1,1,1,1,2,1
7778161524,16814,18,1186,108,29,2,9449076,9448805,"False",-12633,171,16,4,1,1,1,4,1,3,1,2,2,2,1,1
7629175264,16201,3,3775,122,36,24,8255888,9247354,"False",281,395,33,8,1,2,2,3,1,1,1,1,2,3,2,2
7931697985,16059,3,2190,64,43,38,8629317,8629324,"False",3284,523,43,12,2,0,2,0,1,0,2,0,1,7,0,4
7921748820,17059,5,2050,228,22,19,8944230,9409659,"False",-3643,129,10,3,2,1,2,1,1,4,0,2,1,1,1,3
7633066344,15819,3,2023,39,36,32,8893837,9332069,"False",-1746,465,43,9,2,2,1,3,0,2,0,2,1,1,2,2
7530506173,15716,3,1882,294,27,24,2443375,8629317,"",4194,418,38,10,1,0,1,0,0,0,3,0,3,5,1,3
7789443173,16757,5,1259,35,40,30,9426016,9302584,"False",-2325,334,32,7,1,0,2,3,1,3,2,0,3,1,1,1
7954689384,15901,8,1805,3,41,21,9524130,9461271,"False",-4947,301,31,6,3,1,1,1,1,4,0,3,0,1,3,3
7817405352,15898,3,1802,183,15,32,9303665,8588969,"True",4223,348,28,8,1,3,2,2,0,1,1,1,3,0,1,3
7794883980,16312,3,1829,239,21,35,9330485,8893840,"True",-216,338,31,7,2,3,2,2,1,2,0,2,2,2,2,1
7918078919,17056,3,1852,6,28,15,9017006,9449748,"False",-6789,196,21,4,1,2,1,2,1,4,1,1,3,0,2,2
7611403067,16109,3,2108,223,34,34,8849850,8849990,"False",2551,368,36,8,2,0,1,0,2,0,1,0,0,3,2,0
7883510085,16059,3,1469,3,21,28,8629005,8629315,"True",992,344,29,7,2,0,0,1,1,0,2,1,1,0,2,4
7628262190,15890,5,1610,4,23,14,9366478,9098294,"False",1848,185,14,4,2,3,0,5,1,2,2,0,1,1,2,0
7971821795,16635,3,1726,110,36,15,8849990,8849837,"False",2710,274,25,6,2,2,2,0,2,1,1,0,0,2,1,7
7600245923,15901,8,1822,111,45,34,9344594,9088071,"False",-5264,511,42,11,2,1,1,2,2,2,1,2,1,1,1,3
7647163657,16109,3,1898,303,16,18,9005364,8849850,"False",2382,261,21,6,2,1,1,0,2,1,2,1,0,4,1,1
7692580220,16312,3,1351,222,16,31,9332059,9330492,"True",-2320,250,24,5,2,0,1,3,1,3,2,2,2,0,1,2
7755653875,15922,5,1410,9,40,33,9420739,9425986,"False",4655,549,47,12,0,0,1,0,1,0,1,1,3,6,1,5
7928969814,16935,8,2002,3,18,21,8605863,8291895,"True",-1212,265,21,6,2,1,1,1,1,3,1,0,1,1,1,6
7760329818,16059,3,1697,520,30,17,9425656,9426115,"False",-2221,284,26,6,2,0,0,0,3,0,1,0,0,6,3,3
7985638423,17233,3,1719,145,46,29,8629317,2443375,"False",-2160,531,47,12,1,0,0,1,2,0,2,0,1,6,2,6
8058828900,17327,19,1931,89,25,47,9512447,9466208,"True",5734,412,34,9,2,1,1,4,0,1,1,0,2,1,3,1
7871479060,16635,3,2090,323,26,37,8970060,8879077,"True",-4586,373,37,8,3,0,0,0,1,0,1,1,1,7,2,3
7874455040,16059,3,1902,300,27,36,8629315,8629324,"True",1286,298,36,6,1,1,1,0,2,2,2,5,0,2,1,2
7574995775,16158,5,1257,50,35,17,8999040,9156114,"False",-9691,258,28,6,1,2,1,1,0,1,1,2,2,2,2,2
7652813473,16390,13,1994,137,36,13,9080405,8574561,"False",-2516,343,31,8,3,3,2,2,0,2,2,0,0,2,1,4
7959232279,16059,3,1798,235,22,31,2443375,8629318,"True",-1526,163,19,4,1,3,2,2,3,0,1,1,0,4,0,3
7916994050,16709,15,2459,56,27,26,8737621,8375259,"False",-2177,214,22,5,2,1,1,3,0,3,0,2,2,3,2,0
8078653472,17366,3,1894,53,49,28,9587203,9492830,"False",2742,538,48,12,2,2,1,1,0,2,1,4,1,2,2,0
7878611368,16901,25,1836,6,9,32,8261500,7119388,"True",4668,177,14,4,1,1,1,3,2,0,1,1,1,2,2,2
7673395154,16483,3,2490,17,25,9,2163,9255706,"False",2924,94,6,2,2,1,0,2,2,1,1,2,0,2,3,3
7573655445,16169,6,4053,96,18,36,9247354,8724984,"True",4938,364,31,8,2,3,2,2,0,0,2,2,1,1,1,1
7565383031,15901,8,1344,259,7,19,9175367,8829924,"True",3502,153,12,3,2,1,1,1,1,1,0,1,1,2,3,3
7646401194,16390,8,1690,313,13,24,8724984,9373270,"True",3091,262,26,6,2,5,0,4,1,2,3,0,1,0,1,3
7830599473,16635,3,1875,54,26,37,8849833,8849850,"True",5950,495,41,11,3,2,2,0,1,0,2,0,1,1,0,7
7749422767,15901,8,2639,202,25,51,9414461,9360721,"True",694,442,42,9,2,1,2,3,1,1,1,1,0,3,1,3
7957677015,15901,3,1889,33,16,30,9467580,9383024,"True",1731,216,20,4,2,2,3,2,1,0,1,0,0,3,1,3
8005000147,15901,8,2767,161,35,33,9338731,9481733,"False",-2883,423,40,9,1,1,1,1,3,0,0,3,0,3,3,2
8056960913,17414,3,2764,327,32,16,2586976,9247354,"False",-2551,178,16,4,3,1,3,2,2,0,1,1,0,2,0,3
7832230520,15901,8,1476,101,11,39,9467112,9473226,"True",6991,201,17,5,1,4,1,2,1,0,1,0,2,2,0,4
7633038512,16059,3,1753,224,32,10,8629327,8629318,"False",-4466,262,24,5,1,1,1,0,2,1,2,0,1,2,1,3
7830355879,15901,3,1237,43,21,54,9360721,9344594,"True",11627,633,57,13,2,3,1,2,0,0,0,0,2,3,1,3
7647397703,16390,5,2829,99,33,13,9264152,9255706,"False",-2457,248,22,5,1,1,1,4,2,2,1,0,1,1,2,1
7992919784,15901,3,2218,8,27,38,9225431,9564076,"True",-51,403,39,8,0,1,1,2,3,3,2,0,1,3,1,3
7734411316,15901,8,1539,122,31,10,9397016,9381131,"False",-8285,218,18,5,1,2,1,0,1,1,0,2,2,0,3,2
7556403982,15901,8,1934,54,43,17,9209880,8829924,"False",-5659,348,31,8,1,2,2,0,1,3,1,3,2,1,1,2
7887437980,15898,3,2254,8,20,33,9449748,9498970,"True",-157,352,29,8,3,1,1,1,1,2,2,1,1,2,1,4
7939048834,16312,3,1505,7,33,18,8936507,8893837,"False",-2103,337,32,7,2,4,2,1,1,2,1,2,2,1,1,3
7565474296,15901,8,2028,133,47,25,8829924,9175367,"False",-5663,380,32,8,1,1,2,3,0,2,1,3,2,3,1,1
7538114108,16053,2,1782,14,12,38,9256136,8944221,"",9271,222,21,5,1,2,1,0,2,1,0,1,1,3,2,2
7737048416,16665,5,1209,24,32,6,9302584,9247646,"False",-10017,109,8,2,1,1,3,0,2,2,1,0,1,4,1,3
8086500673,16313,3,2433,83,42,47,9330493,9332046,"True",4013,587,51,13,1,2,2,1,2,1,2,3,1,3,1,1
8092713719,17366,8,2619,165,52,52,9360936,9628984,"False",-928,697,63,14,2,1,3,1,0,2,1,2,3,1,1,1
7965930860,15901,3,1910,63,36,17,9505825,9482420,"False",-4076,295,24,6,2,4,1,0,1,0,1,3,1,1,2,3
7620230392,15819,3,2423,11,46,48,8893825,8961813,"True",-352,675,57,15,3,0,1,3,1,2,0,2,1,3,2,2
7539179477,16053,2,1436,87,12,28,8728920,9247799,"True",3557,223,23,5,0,2,0,1,2,1,0,1,1,3,3,2
7531643102,16053,2,1888,103,54,17,9309385,8406842,"",-2968,429,35,10,1,3,1,1,1,3,1,0,0,0,1,3
7706030717,15901,8,3055,143,52,52,9414800,9088071,"False",4771,647,56,14,1,2,0,1,1,1,0,2,2,3,2,2
7613332277,16059,3,1615,238,42,22,8629318,8629014,"False",-2116,452,43,10,1,0,1,1,2,0,2,0,1,5,2,3
7777165425,15901,8,1302,75,50,13,9401815,9414800,"False",-11791,405,34,8,2,1,3,1,0,2,0,2,2,3,2,1
7765801463,16635,3,2018,134,28,39,9025669,8957156,"True",-1073,388,34,9,3,0,1,0,1,0,2,0,0,2,0,7
7637736952,16409,5,1698,115,33,11,9359842,8597976,"False",-2735,120,14,3,1,4,1,5,1,1,0,2,2,1,2,0
7586122539,16169,6,1589,81,7,19,2163,8599101,"True",1908,92,10,2,1,1,0,1,2,1,0,1,1,2,4,4
7819096390,16777,3,1549,79,27,14,9368468,9373270,"False",-1465,285,26,7,1,2,1,2,0,1,0,0,3,3,2,3
7850189941,16312,3,1607,125,30,34,8893837,8961813,"True",-3272,478,48,9,2,2,2,5,0,3,0,1,1,1,1,1
7787831228,16312,3,1759,406,27,47,9018528,9332059,"True",4896,635,61,13,4,1,3,4,1,1,2,1,0,2,0,2
8057024084,17367,15,2119,34,26,18,8697185,9450071,"False",-975,92,7,2,2,1,1,3,0,3,0,3,1,2,3,1
7629476653,16349,2,1436,252,19,6,9366093,8728920,"False",-6431,89,7,2,3,2,2,2,2,3,0,1,0,1,1,1
7931232511,16635,3,2093,44,44,38,8849837,8849990,"False",-2259,535,56,12,2,2,1,1,1,1,2,2,0,3,2,2
7928009336,16935,8,1999,149,11,23,9255039,9303484,"True",3532,164,17,3,3,1,2,3,1,2,2,1,1,2,1,1
7840973618,16059,3,1631,228,24,20,8629318,8629315,"False",-1506,224,25,5,2,0,2,0,1,0,3,1,0,7,0,3
8036701350,17299,5,1510,2,43,8,9601037,7732977,"False",-2983,233,23,5,1,1,2,4,0,1,0,0,3,2,0,1
7994753340,15901,3,1952,71,59,24,9564076,9395679,"False",-6585,579,50,13,1,2,1,2,3,1,2,1,0,1,2,2
8069140169,16313,3,2175,268,33,52,8893837,9330489,"True",-2228,611,52,13,3,1,1,3,1,3,1,2,0,1,2,1
7707764818,16290,3,3172,237,41,37,9366989,8376696,"False",1420,406,38,8,2,2,1,1,1,2,3,2,1,1,0,3
7873862859,15901,8,2797,136,49,33,9443831,9270745,"True",-2314,588,52,12,1,2,1,1,1,2,1,0,2,2,2,5
7558173443,15716,3,1301,222,13,42,2443375,8629005,"True",6057,310,28,7,1,0,3,1,2,2,0,0,1,3,0,5
7873586624,16059,3,1784,459,15,24,8629014,8629324,"True",2508,262,23,6,1,0,0,0,3,0,1,1,0,5,1,4
7634626978,15819,3,1688,379,41,21,9332046,9332069,"False",31,322,32,8,1,4,2,1,1,1,2,4,2,2,0,1
7851652619,16059,3,1588,118,19,39,9425656,2443375,"True",6406,439,40,9,2,0,0,0,1,1,2,0,0,4,1,7
7642884402,16059,3,2045,135,22,23,8629315,8629318,"True",-3733,239,19,5,3,2,2,0,0,1,0,1,1,1,2,2
8063430035,17163,3,2438,206,45,45,9025669,8987220,"True",-2158,535,56,11,3,0,2,2,1,0,1,2,0,4,0,2
7767245009,16059,3,1493,236,23,37,8629324,8629005,"True",-3811,272,27,6,3,1,0,0,0,0,4,0,0,3,0,6
7798294020,16635,3,2189,66,48,33,8957156,8849837,"False",-2672,472,46,10,3,1,3,0,1,3,0,0,0,3,0,4
7709124116,16059,3,1568,60,34,6,8629005,8629327,"False",-7801,167,15,4,3,1,2,0,2,0,2,0,0,4,1,6
7708768419,16109,3,2426,141,29,37,8849850,8849837,"True",4778,394,41,8,0,0,2,0,2,0,2,0,1,7,0,4
7788127133,15898,3,1784,367,12,23,9247798,9454772,"True",5111,66,7,2,2,1,1,2,0,1,2,2,3,4,1,1
8097745432,17233,3,1097,42,3,30,8629317,9425660,"True",6799,85,8,2,1,0,3,0,3,0,1,0,0,7,0,0
7936160271,16635,3,1519,302,18,11,8849833,8849837,"False",1630,137,14,3,3,0,2,0,1,4,2,0,0,1,0,4
7894388137,16635,3,1660,160,32,22,9048057,8957156,"False",1616,382,37,8,2,0,1,0,2,1,1,0,0,3,1,7
7596858499,16142,15,1762,49,16,37,9292719,8737621,"True",620,271,22,6,1,0,1,6,2,1,0,0,0,3,1,1
7736791804,16312,3,1142,202,9,29,8961813,8864178,"True",2489,208,22,4,2,3,2,1,2,2,2,4,0,2,0,0
8094298074,17381,3,2609,82,39,30,9593339,9403748,"False",-452,303,27,7,0,3,1,2,0,1,2,2,3,0,0,2
7992600896,17233,3,1757,347,28,24,8629324,8629318,"False",-4838,451,41,10,2,0,3,0,1,0,1,0,1,6,0,5
7895114354,15898,3,1669,225,17,20,8588969,9498970,"True",-4206,322,25,7,1,2,0,1,1,3,2,2,2,0,2,3
7987439831,17111,3,1995,111,20,34,9420570,9017006,"True",3658,297,31,6,0,2,1,2,3,1,1,1,1,2,1,2
7935113832,16312,3,1985,202,46,28,9330485,8893837,"False",-1159,383,38,8,2,3,2,4,1,1,1,1,0,2,1,1
7835627182,15899,2,1674,2,19,39,9381678,8737621,"True",4547,354,36,6,2,4,1,2,1,0,1,1,0,2,3,2
7722052406,16059,3,1536,101,27,46,8629318,2443375,"True",2002,507,46,10,2,0,2,1,1,0,1,0,1,4,0,6
7738740586,15901,8,2682,87,50,34,9397016,9088071,"False",-141,581,49,12,0,0,1,0,1,3,1,1,2,2,2,4
8064606880,17366,3,2411,120,37,44,9477543,9481733,"True",-919,601,47,13,1,0,3,3,0,5,0,0,3,1,1,2
7977373696,17233,3,1359,276,28,30,8629318,8629315,"False",1984,415,41,9,2,0,1,0,2,0,0,2,0,5,1,1
7903348316,16846,3,1604,77,27,11,8894818,5,"False",-1452,102,9,2,3,1,1,1,0,2,2,2,1,2,1,2
7898518680,15901,3,1370,143,21,47,9505698,9466524,"True",7301,397,36,9,1,1,0,0,2,1,2,2,1,3,1,2
8038248164,17299,13,1234,49,33,3,9461007,9448501,"False",-9820,144,12,3,1,1,2,0,2,2,1,1,1,2,2,2
7727537064,16059,3,1727,444,19,33,9425660,8629318,"True",1978,273,25,6,0,0,1,0,2,0,3,2,1,1,0,4
7588666693,16109,3,1771,223,30,35,9005364,8849833,"True",4364,461,39,9,0,0,1,0,2,0,1,0,1,6,2,5
7872307557,16901,25,1525,74,25,5,9080405,7119388,"False",-7453,143,13,3,1,3,2,2,0,0,1,2,2,3,0,1
7549773620,16006,8,2784,13,44,22,9322571,8998522,"False",-317,451,41,10,3,0,1,1,2,0,3,0,0,3,0,1
7558471991,12903,8,3396,166,56,51,9217369,9323949,"False",2686,637,59,14,2,1,2,4,0,2,2,1,2,0,0,0
7730610116,16669,3,2386,5,15,35,2163,5,"True",296,261,22,6,2,0,1,2,0,4,1,0,1,2,1,3
7787730505,16843,18,2024,106,22,21,9444067,9409659,"False",-3492,145,12,3,3,3,2,0,1,2,1,1,1,2,2,2
8010311367,17272,9,2774,103,42,27,8291895,9545759,"False",657,428,44,10,2,2,2,3,2,0,1,0,0,3,1,1
7905167850,15899,15,2368,3,42,18,9432799,9302841,"False",4490,350,28,7,3,4,1,1,1,1,1,0,1,1,2,3
7597718936,15981,8,1519,179,11,31,9351740,8360138,"True",5246,226,23,5,1,1,1,2,2,0,3,1,1,2,0,2
7759711207,15901,8,1955,126,11,38,9209880,9397016,"True",3635,196,17,4,3,2,1,3,0,3,2,1,0,2,1,3
7942358571,16935,8,2806,234,20,39,2163,8599101,"True",-722,347,33,8,2,0,2,1,0,3,1,1,2,2,2,3
7789795674,16312,3,1850,208,17,35,9018543,9332059,"True",-6602,193,18,4,1,4,0,2,0,1,1,4,2,2,3,0
7944896772,16635,3,2186,474,32,29,8850016,8957156,"True",699,385,37,8,1,0,1,0,1,0,0,0,2,7,2,7
7608381140,16059,3,1991,224,28,31,8629324,2443375,"True",-4841,430,40,10,2,0,1,1,3,0,1,3,0,2,2,1
7749626802,15901,3,2553,128,46,28,9360721,8831040,"False",-1108,490,45,11,1,2,3,2,2,1,2,1,1,1,0,4
7528553393,16097,2,1761,85,13,39,9303316,9308478,"",2682,264,28,6,2,2,3,2,2,1,1,1,0,1,1,3
7570482134,15819,3,1831,315,35,31,9332046,9018528,"False",-4419,514,49,10,1,3,1,0,2,2,3,2,1,1,0,1
7967435715,17135,38,2134,343,6,39,9545759,8254400,"True",6265,178,19,3,2,4,1,2,1,1,1,1,1,1,2,2
7709437276,16586,5,3339,320,41,42,8254145,9005019,"True",-266,517,50,10,2,0,1,1,1,4,2,0,1,0,2,2
7988828937,15901,8,2244,5,31,26,9524130,9440022,"False",184,203,19,5,2,1,2,2,0,2,1,2,1,3,0,1
7911398164,16846,3,3033,65,18,21,8255888,8728920,"True",-4069,129,11,3,3,3,0,2,1,1,2,4,0,1,2,1
7670401441,15901,8,2074,6,38,16,9381131,9344594,"False",-8243,241,21,5,0,0,1,1,3,3,0,1,1,3,3,2
7645896231,15901,8,2070,142,14,28,9225431,9088071,"True",5998,220,22,5,2,1,1,2,2,2,1,1,0,1,2,4
7640363861,15901,8,2569,345,35,40,9270745,9344594,"True",-4562,496,47,10,2,1,2,3,2,5,1,3,1,0,1,1
7748100717,15901,8,2636,30,36,60,8831040,9360721,"True",-56,579,52,13,2,1,1,1,1,1,1,0,1,3,1,2
7817059013,16312,3,1804,331,22,15,9330492,8893825,"False",-4231,206,19,4,1,4,1,1,1,2,0,2,1,1,3,3
8084157024,17366,8,2020,262,28,28,9628984,9621889,"False",-864,308,26,7,1,3,1,1,1,0,3,2,1,2,1,4
7783739209,16814,18,2299,111,15,20,9373848,9444067,"True",-179,175,14,4,1,1,1,3,2,0,2,0,1,4,1,2
7569457300,15898,3,1957,10,31,11,9216247,9081007,"False",123,248,23,5,2,3,1,1,1,0,2,1,1,4,1,1
7843877848,16251,8,3900,266,60,39,9477585,2834713,"False",-3044,630,61,13,1,0,1,2,2,2,2,2,1,4,1,0
7949694506,16312,3,1940,48,39,41,9332084,9018543,"False",4025,602,58,13,2,1,2,3,1,4,0,1,1,1,2,1
7575775435,16169,6,2427,131,31,26,8574561,8255888,"True",-3823,312,27,7,1,1,1,1,1,2,2,3,2,2,0,3
8035106505,17366,3,1967,140,24,34,9594117,9586443,"True",-2244,203,21,4,2,3,0,3,0,1,3,2,2,0,2,0
7554908213,15716,3,1568,8,25,32,8629315,8629014,"True",1935,310,30,6,3,1,1,1,1,1,2,1,0,2,1,5
7853493274,16059,3,1773,414,30,29,2443375,8629317,"False",3681,317,31,6,1,0,3,0,2,0,1,0,1,7,0,7
7691112482,16059,3,1573,161,25,37,8629005,8629318,"True",-891,373,34,8,2,0,1,1,1,4,2,0,2,2,1,2
7627376255,16109,3,1715,159,38,22,8936613,9005364,"False",-2507,374,37,9,2,2,2,1,1,1,2,0,2,1,0,6
8089434688,17233,3,1565,113,36,17,8629014,8629318,"False",1682,286,22,5,1,5,0,0,1,2,1,0,2,0,1,7
7775417758,16059,3,1822,246,25,27,9425656,8629324,"True",2849,258,28,5,1,0,3,0,2,0,2,0,1,7,0,7
7658604188,15819,3,1553,123,35,20,9330493,9332069,"False",-889,350,29,7,2,4,1,3,0,2,1,1,3,1,1,1
7815510861,16312,3,1544,238,20,12,9332084,9330492,"False",5966,106,8,2,2,3,1,1,1,2,1,2,1,2,1,3
7644311793,15819,3,1813,63,30,45,8893840,8961813,"True",-277,459,41,9,2,0,2,0,2,0,2,3,1,5,0,1
7897691111,16312,3,2668,168,40,49,9018543,8893840,"True",-1762,449,44,10,3,3,3,1,1,2,1,3,0,2,0,2
7998559619,17163,3,1936,103,22,28,8850100,8970060,"True",939,121,11,3,1,0,1,1,1,1,0,0,2,4,1,6
8045288789,16427,3,2383,252,36,26,9572001,7119388,"False",1186,268,25,6,3,0,2,1,1,1,1,1,1,3,0,2
7884539716,16635,3,2201,124,41,40,9048057,8849990,"False",-2586,532,43,11,3,0,1,0,0,5,0,1,1,0,3,4
7601388393,15981,8,2680,142,11,21,9351740,8605863,"True",-2900,102,7,2,1,3,0,2,1,1,2,0,2,2,2,3
7872733221,15901,8,2679,131,45,37,9088071,9270745,"False",-6954,457,36,9,1,0,1,1,1,0,1,0,1,5,1,2
7620168430,15819,3,2556,137,32,40,9332084,9018543,"True",5520,444,39,9,0,3,0,1,1,1,1,2,2,1,2,3
7975795916,17119,3,2328,207,21,21,9545759,8375259,"False",4265,112,10,3,1,4,2,1,2,0,0,1,1,3,1,3
7842707245,16729,5,2957,29,28,43,8936411,9025359,"True",858,321,29,7,1,3,0,2,1,0,1,0,1,2,3,1
7668130169,15901,8,2271,132,51,47,9339581,9395676,"False",-5815,541,47,10,1,3,2,2,0,1,0,1,3,1,1,2
7791636087,16843,18,2142,107,12,27,8574561,9080405,"True",-823,224,18,5,2,3,1,1,1,1,2,1,1,0,1,4
7750009104,16059,3,1984,407,34,26,8629318,9425660,"False",2604,357,31,8,1,0,0,0,2,2,2,1,1,5,0,6
7644937102,16427,3,2981,217,24,34,2163,7119388,"True",1797,300,24,6,2,4,2,1,3,0,0,3,0,2,2,2
7571565037,16184,15,2002,38,17,43,9336632,9330880,"True",4244,298,25,6,3,3,0,1,1,0,2,0,1,2,2,1
7789596939,16312,3,1801,518,37,21,9332069,8893837,"False",-1114,409,38,9,2,3,2,2,1,2,1,3,1,2,1,1
8021934333,17366,3,2167,34,50,11,9586420,9504780,"False",-4905,399,35,9,0,0,2,1,0,0,1,3,3,4,0,1
7649040516,16059,3,1905,65,42,6,8629317,8629327,"False",-1374,227,19,5,2,4,2,1,1,1,1,1,1,0,1,2
7775626337,15901,8,1913,90,34,49,9389538,9209880,"True",596,518,53,11,1,3,2,1,0,0,1,1,2,2,0,3
7760489477,16312,3,1635,410,22,33,9332069,8864178,"True",37,362,31,8,2,0,1,3,1,2,1,2,1,2,1,2
7948796580,16710,3,2920,145,40,27,9498970,9247798,"False",365,342,32,7,1,1,0,3,1,2,2,1,3,4,2,1
7666701056,16312,3,1514,105,32,28,9330489,9018543,"False",-1198,496,41,11,1,1,2,0,1,1,0,4,1,4,2,3
7674131183,16059,3,1528,311,20,37,8629014,8629005,"True",7734,431,33,10,1,1,1,0,1,0,3,0,2,1,0,7
8048261437,16313,3,1405,61,40,20,9330489,8893837,"False",-3228,407,39,9,1,3,2,1,1,3,1,2,2,0,1,2
7835997314,16059,3,1563,439,16,35,8629005,8629315,"True",-3931,298,26,6,1,0,1,0,2,0,2,0,0,7,0,7
8085829485,17366,3,1775,121,57,24,9530716,9587203,"False",-7677,515,46,10,0,2,1,0,2,3,1,1,1,1,3,5
7675354878,16483,3,2494,286,17,37,8599101,8261500,"True",1256,271,25,6,2,3,1,2,1,0,1,1,0,3,3,2
7580521348,16077,2,1932,3,26,9,9323801,9324103,"False",-15436,217,21,4,1,1,1,2,0,4,1,0,1,1,2,0
7961852295,17109,17,2549,253,25,31,9351740,8574561,"True",-1479,408,38,9,1,2,0,2,1,2,1,1,2,1,4,3
7694480273,16586,5,2675,4,25,37,8360138,9247664,"True",-1932,272,24,6,3,1,1,2,0,2,2,2,1,1,2,1
7683774825,16483,3,2213,321,35,9,8894818,8261500,"False",-7970,223,20,5,2,4,1,1,2,1,0,0,1,2,3,3
7832058463,16251,8,2226,27,48,28,9473127,9473137,"False",-3591,513,48,11,2,3,1,3,0,3,1,1,2,0,2,1
7642131187,16274,8,969,170,24,4,8784278,8936568,"False",-10737,93,7,2,0,1,1,4,0,1,1,1,3,3,1,1
7962927369,16635,3,1183,105,14,29,8957156,8849817,"True",3816,280,23,7,0,1,2,0,1,2,0,0,1,2,3,6
8096649898,17366,3,3405,18,63,69,9467580,9640917,"False",-1279,747,65,17,2,0,2,1,3,2,1,3,0,4,0,2
7794528687,16635,3,2454,287,44,36,8849850,8957156,"False",-1508,550,46,12,3,0,2,0,0,0,0,0,2,7,2,4
8055338700,17367,15,3463,66,46,29,1798457,8910932,"False",-907,386,37,8,1,4,1,4,1,1,0,0,3,2,2,0
7963019345,16059,3,1625,18,30,23,8629318,8629315,"False",3086,356,33,8,1,0,2,0,0,0,0,0,2,3,2,4
7543095686,15901,8,3168,257,32,49,9225431,9088071,"True",1691,431,36,10,0,2,1,1,2,2,1,4,3,3,3,0
7586136346,15819,3,1353,178,18,41,9332059,9330489,"True",4539,424,38,7,2,0,3,4,2,4,1,1,0,1,1,1
7567380581,15898,3,2080,275,32,18,9175409,9081007,"False",-713,330,31,8,1,4,1,0,1,1,1,2,1,2,2,3
7561752189,16140,3,2022,5,41,24,2586976,8291895,"False",-1542,376,36,8,1,1,1,2,2,1,0,0,2,2,3,4
7868488108,16905,15,3127,70,29,32,8728920,9303484,"True",-155,251,21,6,1,2,1,2,0,0,2,0,2,3,2,1
8033650384,17233,3,1646,168,18,37,8629324,8629005,"True",-1874,301,30,6,1,0,1,1,1,0,2,0,1,7,0,5
7910680510,16635,3,2477,148,33,38,8936613,8850016,"True",-1162,512,48,10,3,0,2,0,1,0,3,0,0,7,0,4
7854099681,15901,3,3425,107,41,64,9443831,8831040,"True",-3355,804,70,16,3,0,2,0,0,2,0,1,0,4,2,4
7636725687,16404,8,1675,95,32,9,9366989,9373270,"False",-3293,252,21,6,1,3,1,3,1,3,0,0,2,1,2,2
8006534106,17233,3,1933,202,57,40,9425660,8629014,"False",1304,811,73,16,2,1,3,0,1,3,0,1,1,1,0,4
7639598956,16390,5,1422,114,31,14,9316298,9315393,"False",-453,230,18,5,2,3,2,0,1,2,1,2,1,2,1,0
7886496212,16312,3,1747,1,38,15,9332059,9332084,"False",-1951,254,18,6,2,2,3,3,0,3,1,1,1,1,1,2
7825716449,16059,3,1885,426,21,12,9425660,2443375,"False",785,177,16,4,1,0,2,0,1,0,3,3,0,7,0,2
8054227595,17163,3,1627,19,26,35,8849837,8957156,"True",881,465,40,11,3,0,1,0,1,0,2,0,0,5,1,3
7791814526,16312,3,1456,331,33,19,8961813,9332046,"False",-2355,240,28,4,1,3,2,3,2,2,2,1,1,2,0,0
8086458444,17526,5,2744,155,22,31,9538558,8254145,"True",-1125,237,19,6,1,3,1,1,3,1,0,0,0,1,4,5
7670907213,16059,3,1620,127,31,17,8629324,8629005,"False",-6583,195,20,5,1,1,0,0,1,0,1,4,1,2,2,2
